earn,male,education,ethnicity,age,height,weight
15000.0,1,12.0,White,91,69,178.0
36000.0,1,12.0,White,28,68,140.0
15000.0,0,13.0,Other,33,64,175.0
35000.0,0,14.0,White,36,64,142.0
3500.0,0,12.0,White,51,66,185.0
19005.0,0,16.0,White,34,65,120.0
62000.0,1,14.0,White,54,70,170.0
62000.0,1,16.0,White,35,69,195.0
25000.0,1,12.0,White,42,70,135.0
50000.0,1,12.0,White,52,66,180.0
0.0,0,12.0,White,28,64,180.0
0.0,0,13.0,White,26,66,160.0
40000.0,1,12.0,White,61,66,140.0
26000.0,1,18.0,White,26,74,190.0
5000.0,0,12.0,White,72,66,132.0
22000.0,0,12.0,White,48,62,120.0
21000.0,0,17.0,White,39,66,164.0
6108.0,0,12.0,White,65,62,198.0
30000.0,0,18.0,Black,64,65,145.0
15000.0,0,11.0,White,68,66,165.0
15000.0,0,12.0,White,79,64,160.0
6000.0,0,12.0,White,78,63,129.0
15000.0,0,8.0,White,75,66,150.0
27000.0,1,16.0,White,29,71,173.0
5000.0,0,10.0,Hispanic,26,64,150.0
4000.0,0,16.0,White,42,66,160.0
4416.0,0,6.0,Other,72,62,165.0
5000.0,0,12.0,White,39,66,144.0
5000.0,0,9.0,Black,62,64,225.0
30000.0,0,16.0,White,33,67,
0.0,0,12.0,White,76,62,130.0
5000.0,0,10.0,White,87,63,125.0
0.0,0,9.0,White,75,65,153.0
45000.0,1,18.0,White,40,67,175.0
18000.0,0,14.0,White,45,61,130.0
6000.0,0,15.0,White,22,66,125.0
0.0,0,12.0,White,49,61,155.0
14000.0,1,12.0,White,24,72,200.0
35000.0,0,14.0,White,24,69,125.0
15000.0,0,16.0,White,29,64,120.0
12000.0,0,12.0,Black,29,63,126.0
1000.0,0,12.0,White,47,60,175.0
32000.0,1,15.0,Black,33,70,195.0
15000.0,0,15.0,White,25,66,155.0
62000.0,1,17.0,White,36,69,210.0
5000.0,1,12.0,White,20,72,140.0
1500.0,1,12.0,White,19,73,185.0
30000.0,0,12.0,White,18,64,130.0
5000.0,0,13.0,White,19,66,138.0
3000.0,0,16.0,Black,23,65,150.0
35000.0,1,15.0,White,42,71,165.0
35000.0,0,12.0,White,42,64,135.0
0.0,0,12.0,White,45,63,114.0
0.0,0,16.0,White,29,63,132.0
70000.0,1,15.0,White,48,72,175.0
21000.0,0,16.0,White,28,67,140.0
50000.0,1,11.0,White,18,69,145.0
15000.0,1,9.0,White,21,71,175.0
0.0,1,10.0,Hispanic,18,68,132.0
15000.0,0,12.0,White,30,64,140.0
0.0,1,12.0,Black,20,73,172.0
5000.0,0,9.0,Black,63,62,142.0
9000.0,0,8.0,Black,35,66,150.0
25000.0,1,12.0,White,37,68,190.0
15000.0,0,14.0,Black,63,64,185.0
10000.0,0,14.0,Black,25,63,140.0
0.0,0,12.0,White,60,65,125.0
5000.0,0,18.0,Black,43,66,140.0
87000.0,1,12.0,White,81,64,126.0
30000.0,1,12.0,White,47,71,175.0
16000.0,1,14.0,White,21,72,185.0
20000.0,1,12.0,White,51,68,135.0
0.0,0,12.0,White,45,64,142.0
100000.0,1,17.0,White,54,72,185.0
62000.0,1,12.0,White,69,72,240.0
10000.0,0,12.0,White,43,66,133.0
62000.0,0,18.0,White,35,72,147.0
35000.0,1,14.0,White,63,66,200.0
7000.0,0,16.0,White,31,65,135.0
0.0,0,12.0,White,62,65,230.0
0.0,0,12.0,White,52,66,165.0
0.0,0,11.0,White,38,65,230.0
8000.0,1,14.0,Black,27,71,180.0
11000.0,1,10.0,White,50,74,270.0
25000.0,1,9.0,White,47,70,217.0
25000.0,0,14.0,White,45,64,130.0
30000.0,1,14.0,White,48,69,175.0
15000.0,0,12.0,White,29,63,120.0
0.0,1,12.0,White,26,66,130.0
48000.0,0,18.0,White,34,63,105.0
17000.0,0,12.0,White,46,68,145.0
15000.0,1,12.0,White,69,66,180.0
25000.0,1,12.0,White,64,78,200.0
0.0,0,8.0,White,70,71,111.0
26000.0,1,16.0,White,24,73,167.0
25000.0,1,12.0,White,32,69,165.0
10000.0,0,12.0,White,61,63,185.0
25000.0,0,18.0,White,50,62,130.0
0.0,0,11.0,White,57,65,125.0
60000.0,1,18.0,White,53,71,180.0
22000.0,0,18.0,White,29,65,115.0
5000.0,0,12.0,White,20,62,129.0
15000.0,1,12.0,White,77,70,180.0
5000.0,0,12.0,White,64,64,145.0
15000.0,1,16.0,White,44,72,215.0
6200.0,0,13.0,White,83,64,145.0
24000.0,0,16.0,White,32,65,132.0
20000.0,1,14.0,White,40,71,143.0
7000.0,0,14.0,White,30,70,150.0
0.0,1,12.0,Black,19,73,155.0
5000.0,0,15.0,White,29,67,115.0
15000.0,0,12.0,White,60,62,121.0
30000.0,0,16.0,Black,48,68,275.0
23000.0,0,18.0,White,28,66,130.0
20000.0,0,12.0,White,40,64,130.0
3000.0,0,16.0,White,29,66,170.0
0.0,0,12.0,White,31,63,135.0
30000.0,1,16.0,White,41,70,140.0
12000.0,0,14.0,White,23,64,130.0
35000.0,0,5.0,White,73,66,150.0
0.0,0,7.0,White,41,66,126.0
0.0,0,10.0,White,37,63,140.0
40000.0,1,12.0,White,38,71,190.0
15000.0,0,14.0,White,23,64,150.0
36000.0,0,16.0,White,45,63,153.0
10000.0,0,12.0,White,53,66,145.0
0.0,0,11.0,White,65,63,225.0
13000.0,0,14.0,White,48,68,120.0
0.0,0,12.0,White,59,65,265.0
0.0,0,14.0,White,41,61,120.0
10000.0,0,12.0,Black,27,62,128.0
30000.0,1,12.0,Hispanic,37,69,175.0
5000.0,1,11.0,White,18,69,170.0
25000.0,0,12.0,White,33,65,140.0
23000.0,1,13.0,White,32,64,150.0
20000.0,1,17.0,White,68,70,180.0
19000.0,0,13.0,White,82,65,130.0
62000.0,0,16.0,White,60,68,149.0
20000.0,1,11.0,Black,66,61,132.0
28000.0,1,14.0,Black,63,64,180.0
13000.0,0,10.0,White,80,65,119.0
12000.0,1,12.0,White,75,64,185.0
25000.0,0,18.0,White,36,63,135.0
20000.0,1,11.0,White,23,69,140.0
15000.0,0,14.0,White,62,66,185.0
15000.0,0,8.0,White,78,61,123.0
25000.0,1,12.0,White,30,74,190.0
25000.0,0,13.0,White,52,68,165.0
0.0,0,12.0,White,34,68,155.0
0.0,0,14.0,White,41,65,205.0
18000.0,0,16.0,White,40,67,132.0
0.0,0,12.0,White,18,65,115.0
0.0,0,18.0,White,46,64,120.0
6000.0,0,10.0,White,68,62,170.0
16000.0,1,13.0,White,23,72,160.0
45000.0,1,16.0,White,38,73,175.0
15000.0,0,12.0,White,30,60,115.0
25000.0,1,14.0,White,69,70,172.0
12000.0,0,14.0,White,38,64,145.0
2000.0,0,12.0,White,18,68,160.0
10000.0,0,12.0,White,18,63,110.0
14000.0,1,12.0,White,36,71,185.0
15000.0,0,12.0,White,31,64,200.0
0.0,0,11.0,White,37,67,200.0
10000.0,0,12.0,White,39,60,140.0
5000.0,0,10.0,White,70,64,180.0
1200.0,0,4.0,White,64,66,157.0
25000.0,0,12.0,White,74,64,155.0
15000.0,0,14.0,White,62,59,113.0
10000.0,0,13.0,White,64,63,150.0
2000.0,1,12.0,White,18,66,140.0
0.0,0,12.0,White,35,66,125.0
4000.0,0,13.0,White,33,65,
5000.0,1,8.0,White,58,70,140.0
10000.0,0,14.0,White,32,64,145.0
5000.0,0,13.0,White,22,61,
15000.0,0,12.0,White,28,66,123.0
5000.0,0,16.0,Hispanic,22,61,96.0
1500.0,0,12.0,White,23,66,108.0
18000.0,1,17.0,Hispanic,26,66,145.0
4000.0,1,15.0,White,24,73,175.0
28000.0,1,16.0,White,26,72,150.0
10000.0,0,14.0,White,22,74,180.0
3000.0,0,16.0,White,22,65,118.0
0.0,0,14.0,White,31,64,110.0
25000.0,0,18.0,White,68,62,125.0
12000.0,1,12.0,White,21,71,240.0
15000.0,0,12.0,White,77,62,147.0
19000.0,0,13.0,White,45,68,158.0
0.0,0,12.0,White,33,61,235.0
36000.0,1,16.0,White,39,70,184.0
7000.0,0,16.0,White,59,64,180.0
35000.0,0,11.0,White,34,59,85.0
40000.0,1,18.0,White,43,68,168.0
15000.0,1,14.0,White,25,68,130.0
8000.0,0,13.0,White,43,69,130.0
25000.0,0,14.0,White,55,69,190.0
20000.0,1,12.0,White,23,72,185.0
28000.0,1,18.0,White,38,75,214.0
22000.0,1,14.0,White,35,69,180.0
15000.0,1,14.0,White,31,71,150.0
21500.0,1,13.0,Black,24,72,210.0
3000.0,0,12.0,White,23,68,160.0
25000.0,0,12.0,Other,22,64,110.0
23000.0,1,13.0,White,28,72,190.0
15000.0,0,18.0,White,41,66,165.0
18000.0,1,12.0,White,73,72,197.0
5000.0,1,8.0,Hispanic,20,67,128.0
20000.0,1,16.0,White,71,67,156.0
62000.0,0,14.0,White,59,66,150.0
62000.0,1,14.0,White,72,72,164.0
5000.0,0,13.0,White,69,64,120.0
16000.0,0,12.0,Hispanic,46,63,110.0
15000.0,1,12.0,White,26,69,181.0
53000.0,0,17.0,Hispanic,32,63,118.0
15000.0,1,17.0,Hispanic,56,70,200.0
26000.0,1,12.0,White,27,72,162.0
20000.0,0,12.0,White,33,70,145.0
4000.0,0,12.0,Other,28,65,110.0
10000.0,1,16.0,White,59,73,200.0
25000.0,1,12.0,White,33,75,220.0
43000.0,1,12.0,White,51,69,230.0
17000.0,1,14.0,Other,33,69,180.0
4000.0,0,12.0,Hispanic,38,61,230.0
87000.0,1,18.0,White,55,71,185.0
30000.0,1,13.0,Hispanic,23,72,175.0
25000.0,0,16.0,White,32,65,135.0
50000.0,1,15.0,White,48,73,195.0
25000.0,0,18.0,White,56,64,123.0
55000.0,0,18.0,White,51,67,137.0
28000.0,0,16.0,White,41,63,145.0
0.0,0,12.0,White,48,66,160.0
15000.0,1,7.0,White,69,72,150.0
5000.0,0,12.0,White,32,64,135.0
5000.0,0,14.0,White,48,62,200.0
18000.0,0,13.0,White,49,65,130.0
21000.0,1,15.0,Hispanic,62,72,175.0
15000.0,0,9.0,Hispanic,44,59,180.0
12000.0,0,12.0,White,33,67,115.0
33000.0,0,16.0,Hispanic,62,65,164.0
15000.0,0,16.0,White,81,64,140.0
50000.0,1,13.0,Hispanic,64,72,175.0
6000.0,0,9.0,Hispanic,74,65,231.0
16000.0,0,14.0,White,59,64,140.0
35000.0,1,12.0,White,50,68,150.0
25000.0,0,12.0,White,43,68,260.0
35000.0,0,17.0,White,41,66,155.0
20000.0,1,14.0,White,26,76,210.0
18000.0,0,12.0,White,36,63,118.0
34000.0,1,14.0,White,78,74,225.0
25000.0,1,16.0,White,25,68,155.0
15000.0,0,14.0,White,65,61,110.0
20000.0,0,16.0,White,54,64,140.0
20000.0,1,17.0,White,77,72,200.0
33000.0,1,12.0,White,69,68,170.0
20000.0,1,12.0,White,66,71,150.0
15000.0,0,12.0,White,76,63,126.0
4000.0,0,12.0,White,73,65,158.0
20000.0,0,8.0,White,77,60,130.0
40000.0,1,16.0,White,33,72,200.0
14000.0,0,14.0,White,40,64,132.0
12000.0,0,12.0,White,48,68,170.0
25000.0,0,12.0,White,31,61,105.0
10000.0,0,17.0,White,60,63,136.0
70000.0,0,10.0,White,72,67,138.0
38000.0,0,17.0,White,55,67,140.0
14000.0,0,12.0,White,28,63,125.0
62000.0,1,18.0,White,76,71,164.0
0.0,0,15.0,White,33,63,108.0
15000.0,0,13.0,White,37,60,100.0
17000.0,1,16.0,White,31,74,215.0
25000.0,0,15.0,White,24,66,125.0
60000.0,1,14.0,White,66,69,158.0
15000.0,0,15.0,White,69,67,180.0
25000.0,1,16.0,White,86,65,145.0
18000.0,1,12.0,Hispanic,63,62,131.0
0.0,1,12.0,White,55,65,145.0
45000.0,0,17.0,White,54,64,140.0
70000.0,1,18.0,White,47,72,175.0
0.0,0,11.0,Hispanic,49,66,
30000.0,0,18.0,White,59,65,130.0
100000.0,0,15.0,White,72,67,167.0
8000.0,0,12.0,White,51,62,145.0
30000.0,1,16.0,White,34,71,185.0
0.0,0,11.0,White,26,62,115.0
27000.0,1,14.0,White,32,71,192.0
47000.0,1,18.0,White,43,70,270.0
12000.0,1,12.0,Hispanic,22,67,135.0
35000.0,1,16.0,White,70,72,190.0
24000.0,0,17.0,White,34,62,130.0
13000.0,0,12.0,Hispanic,35,63,165.0
80000.0,0,14.0,White,37,61,102.0
5000.0,1,12.0,White,18,72,130.0
0.0,0,12.0,White,28,65,110.0
25000.0,0,10.0,White,60,63,153.0
28000.0,1,12.0,White,44,66,240.0
8000.0,0,15.0,White,20,64,125.0
10000.0,0,13.0,White,51,66,110.0
9000.0,0,14.0,White,41,68,155.0
20000.0,0,12.0,White,37,60,150.0
12000.0,1,12.0,White,71,65,200.0
15000.0,0,14.0,White,66,65,130.0
20000.0,0,14.0,White,36,61,110.0
15000.0,0,16.0,White,55,68,200.0
28000.0,0,14.0,White,36,64,134.0
265.0,0,15.0,White,21,66,140.0
35000.0,1,14.0,White,74,69,157.0
25000.0,0,12.0,White,30,67,
26000.0,0,14.0,Hispanic,32,66,165.0
27000.0,0,17.0,White,34,67,118.0
14000.0,0,12.0,White,30,68,180.0
32000.0,1,16.0,White,33,66,140.0
10000.0,0,14.0,White,32,69,112.0
15000.0,1,12.0,White,26,72,135.0
7000.0,1,16.0,White,30,69,190.0
28000.0,1,17.0,White,46,71,182.0
60000.0,1,13.0,White,54,74,250.0
25000.0,0,14.0,White,69,60,130.0
12000.0,1,4.0,White,62,69,170.0
0.0,0,13.0,White,63,65,
0.0,0,12.0,White,46,65,
15000.0,0,13.0,White,75,75,200.0
40000.0,0,14.0,White,69,65,125.0
25000.0,0,16.0,White,75,63,110.0
15000.0,1,6.0,White,81,72,135.0
35000.0,0,12.0,White,36,60,112.0
15000.0,1,11.0,White,63,72,225.0
26000.0,0,15.0,White,32,64,120.0
0.0,0,12.0,Black,43,59,100.0
0.0,1,12.0,Other,20,71,170.0
26000.0,1,16.0,Hispanic,25,72,165.0
18720.0,0,10.0,Black,36,63,108.0
0.0,0,12.0,Black,22,68,155.0
5000.0,0,11.0,Other,59,62,148.0
12000.0,0,12.0,Black,73,64,152.0
80000.0,1,17.0,White,39,70,210.0
48000.0,0,13.0,White,39,66,120.0
5000.0,0,18.0,White,25,63,125.0
18000.0,1,16.0,Other,27,62,135.0
85000.0,1,15.0,White,65,70,150.0
35000.0,0,12.0,Black,47,64,175.0
5000.0,1,16.0,White,22,69,150.0
9000.0,0,13.0,Hispanic,22,64,140.0
30000.0,0,16.0,White,27,67,125.0
80000.0,1,14.0,White,58,72,250.0
35000.0,0,16.0,White,32,65,124.0
12000.0,0,14.0,White,34,63,210.0
200000.0,1,18.0,White,34,70,190.0
4000.0,0,16.0,White,45,64,128.0
2000.0,1,12.0,White,18,68,165.0
24000.0,0,18.0,White,69,66,190.0
2000.0,1,15.0,Hispanic,23,66,165.0
15000.0,1,17.0,White,30,70,185.0
15000.0,1,12.0,White,65,70,225.0
6000.0,0,12.0,White,65,62,150.0
5000.0,1,12.0,White,75,66,150.0
1500.0,0,12.0,Hispanic,21,66,130.0
28000.0,0,18.0,White,48,64,130.0
9000.0,0,12.0,White,35,70,150.0
60000.0,1,14.0,White,52,74,175.0
1200.0,1,12.0,White,19,66,150.0
1400.0,0,3.0,Hispanic,64,62,185.0
15000.0,0,16.0,White,26,68,160.0
7000.0,0,13.0,White,43,66,180.0
25000.0,1,12.0,White,72,70,190.0
21000.0,0,12.0,White,31,62,130.0
44000.0,1,12.0,White,58,69,107.0
29000.0,1,16.0,Black,36,68,164.0
3000.0,1,14.0,Hispanic,18,72,165.0
12000.0,1,13.0,Black,22,64,140.0
0.0,0,16.0,Hispanic,19,64,110.0
0.0,0,9.0,Hispanic,39,60,200.0
20000.0,1,12.0,Hispanic,28,72,195.0
1200.0,0,5.0,Black,73,62,146.0
25000.0,0,12.0,White,30,64,104.0
37000.0,1,16.0,White,25,74,215.0
8000.0,1,10.0,Other,60,66,150.0
35000.0,1,16.0,Hispanic,30,68,135.0
25000.0,1,14.0,Hispanic,23,67,145.0
25000.0,1,14.0,Other,37,62,110.0
18000.0,0,10.0,White,29,71,160.0
30000.0,0,16.0,Black,36,63,130.0
5000.0,1,14.0,Other,27,66,133.0
20000.0,1,18.0,White,69,69,165.0
12000.0,1,6.0,Hispanic,40,71,160.0
0.0,0,12.0,Hispanic,65,64,180.0
10000.0,0,12.0,White,68,66,125.0
18000.0,1,14.0,White,48,72,195.0
0.0,0,15.0,Hispanic,59,62,115.0
15000.0,0,12.0,Hispanic,20,65,130.0
20000.0,1,12.0,Black,26,72,181.0
31000.0,0,16.0,White,43,68,150.0
25000.0,1,12.0,Black,56,70,160.0
6000.0,1,10.0,Hispanic,36,64,150.0
0.0,0,12.0,White,38,64,140.0
35000.0,1,12.0,Black,70,68,182.0
12000.0,1,13.0,White,40,70,150.0
13000.0,0,16.0,White,33,66,155.0
26000.0,0,17.0,White,34,67,210.0
15000.0,0,11.0,Black,31,68,130.0
30000.0,0,17.0,White,28,64,140.0
2000.0,0,14.0,White,41,65,122.0
5000.0,1,13.0,Other,22,70,150.0
53000.0,0,14.0,White,26,71,150.0
0.0,0,12.0,White,36,64,127.0
2000.0,0,13.0,White,18,62,102.0
25000.0,1,17.0,White,29,71,155.0
5000.0,1,12.0,White,18,74,185.0
21000.0,0,13.0,White,27,64,105.0
15000.0,0,14.0,White,19,64,
17000.0,0,15.0,White,27,70,130.0
5000.0,1,16.0,White,22,73,155.0
12000.0,0,13.0,White,37,64,135.0
42000.0,1,14.0,Hispanic,44,70,230.0
21000.0,1,12.0,White,33,74,205.0
6000.0,0,12.0,Hispanic,65,63,170.0
0.0,0,12.0,Hispanic,46,59,107.0
25000.0,1,14.0,White,24,74,190.0
3000.0,0,14.0,White,19,66,119.0
3600.0,0,15.0,White,67,65,150.0
4000.0,1,12.0,White,19,71,155.0
20000.0,1,14.0,White,58,69,160.0
45000.0,1,18.0,White,38,72,160.0
136500.0,1,16.0,White,51,70,165.0
52000.0,1,15.0,White,50,60,220.0
60000.0,0,12.0,White,43,64,130.0
15000.0,0,13.0,White,41,64,122.0
90000.0,1,16.0,White,50,72,190.0
35000.0,0,12.0,White,38,63,160.0
25000.0,1,13.0,Hispanic,19,72,156.0
15000.0,1,12.0,White,76,66,185.0
26000.0,0,14.0,White,65,61,180.0
0.0,0,13.0,Hispanic,32,62,150.0
2000.0,1,12.0,White,21,69,140.0
16000.0,0,12.0,White,61,67,145.0
24000.0,0,11.0,Hispanic,27,65,130.0
15000.0,1,16.0,Hispanic,28,68,172.0
42000.0,1,17.0,White,43,74,170.0
0.0,0,15.0,White,48,63,150.0
10000.0,0,12.0,White,43,65,135.0
17000.0,1,13.0,Hispanic,36,71,220.0
30000.0,0,14.0,White,34,64,
0.0,0,16.0,White,22,65,120.0
32000.0,0,17.0,White,37,69,160.0
36000.0,0,17.0,Hispanic,34,64,135.0
10000.0,1,13.0,Hispanic,20,72,190.0
20000.0,0,15.0,White,29,63,130.0
24000.0,0,12.0,White,29,65,110.0
17000.0,1,12.0,White,32,72,180.0
23000.0,0,14.0,White,48,65,137.0
25000.0,0,12.0,White,33,64,125.0
50000.0,1,12.0,White,50,71,200.0
0.0,0,14.0,White,39,63,145.0
20000.0,0,12.0,White,30,62,120.0
30000.0,0,16.0,White,33,66,145.0
7000.0,0,10.0,White,39,64,190.0
7000.0,1,10.0,White,78,67,120.0
30000.0,1,11.0,White,32,68,185.0
3000.0,0,12.0,White,24,66,130.0
20000.0,0,14.0,White,43,66,145.0
40000.0,0,16.0,White,59,66,139.0
10000.0,1,12.0,White,77,67,150.0
16000.0,1,12.0,White,37,66,240.0
11000.0,0,9.0,White,51,63,225.0
16000.0,0,13.0,White,43,68,175.0
18000.0,1,12.0,White,27,70,185.0
12000.0,0,16.0,White,26,63,115.0
4000.0,1,14.0,Black,21,70,170.0
60000.0,1,12.0,White,45,72,195.0
43000.0,1,17.0,White,40,75,180.0
31000.0,0,14.0,White,39,62,180.0
50000.0,0,17.0,White,39,68,150.0
27000.0,0,14.0,White,29,68,165.0
30000.0,1,17.0,White,56,70,158.0
12000.0,1,13.0,Black,21,73,195.0
136500.0,1,18.0,White,49,66,160.0
0.0,0,16.0,White,39,69,124.0
20000.0,0,17.0,White,30,62,140.0
15000.0,0,12.0,Black,76,60,120.0
25000.0,0,16.0,Other,37,64,150.0
5000.0,1,12.0,Hispanic,21,68,190.0
2000.0,0,6.0,Hispanic,67,60,125.0
5000.0,0,14.0,White,68,60,140.0
3000.0,1,15.0,Hispanic,20,73,170.0
25000.0,0,16.0,Black,40,64,138.0
110000.0,0,18.0,Other,48,66,130.0
55000.0,1,18.0,White,71,69,155.0
58000.0,1,18.0,White,53,70,170.0
10000.0,0,16.0,White,36,70,165.0
19000.0,1,12.0,White,29,72,165.0
15000.0,0,18.0,White,82,61,120.0
8000.0,0,12.0,White,33,64,130.0
60000.0,1,12.0,White,50,72,194.0
15000.0,0,14.0,Other,69,63,155.0
6000.0,1,12.0,White,27,68,150.0
